Id	CAS	SMILES	Status	Experimental value	Predicted value
3326	509-93-3	O=C1OC2C(C1(=C))CCC(C)C3C=CC(=O)C23(C)	Training	NON-Mutagen	NON-Mutagen
3327	510-15-6	O=C(OCC)C(O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	NON-Mutagen	NON-Mutagen
3328	5102-83-0	O=C(Nc1ccc(cc1C)C)C(N=Nc2ccc(cc2Cl)c4ccc(N=NC(C(=O)Nc3ccc(cc3C)C)C(=O)C)c(c4)Cl)C(=O)C	Training	NON-Mutagen	Mutagen
3329	51-03-6	O1c2cc(c(cc2(OC1))CCC)COCCOCCOCCCC	Training	NON-Mutagen	Mutagen
3330	51042-51-4	O=[N+]([O-])c2ccc(C=Cc1cccc(c1)[N+](=O)[O-])cc2	Training	Mutagen	Mutagen
3331	51-12-7	O=C(NNCCC(=O)NCc1ccccc1)c2ccncc2	Training	Mutagen	NON-Mutagen
3332	5116-24-5	O=C1NC(=O)N(C=C1CO)C2OC(CO)C(O)C2	Training	Mutagen	NON-Mutagen
3333	51-17-2	n1c[nH]c2ccccc12	Training	NON-Mutagen	Mutagen
3334	51-18-3	n1c(nc(nc1N2CC2)N3CC3)N4CC4	Training	Mutagen	NON-Mutagen
3335	512-04-9	OC6CC5=CCC4C(CCC3(C)(C4(CC2OC1(OCC(C)CC1)C(C)C23)))C5(C)CC6	Training	NON-Mutagen	Mutagen
3336	51230-49-0	o2c1ccccc1c3cc(ccc23)Cl	Training	Mutagen	NON-Mutagen
3337	512-56-1	O=P(OC)(OC)OC	Training	Mutagen	NON-Mutagen
3338	51264-14-3	O=S(=O)(Nc4ccc(Nc2c3ccccc3(nc1ccccc12))c(OC)c4)C	Training	Mutagen	Mutagen
3339	51-28-5	O=[N+]([O-])c1ccc(O)c(c1)[N+](=O)[O-]	Training	NON-Mutagen	Mutagen
3340	5131-58-8	O=[N+]([O-])c1ccc(N)cc1(N)	Training	Mutagen	Mutagen
3341	5131-60-2	Nc1ccc(c(N)c1)Cl	Training	Mutagen	Mutagen
3342	51325-35-0	O=C(Nc1nc(nc(n1)c2oc(cc2)[N+](=O)[O-])NC(=O)C)C	Training	Mutagen	Mutagen
3343	51325-91-8	N#CC(C#N)=C1C=C(OC(=C1)C)C=Cc2ccc(cc2)N(C)C	Training	Mutagen	NON-Mutagen
3344	51330-27-9	O=C(O)C8OC(OC2CCC3(C)(C4CC=C1C5CC(C)(C)CC(O)C5(C)(CCC1(C)C4(C)(CCC3(C2(C)(CO))))))C(OC7OC(CO)C(O)C(O)C7(OC6OC(C)C(O)C(O)C6(O)))C(O)C8(O)	Training	NON-Mutagen	NON-Mutagen
3345	513-31-5	C=C(CBr)Br	Training	Mutagen	Mutagen
3346	513-37-1	C(=C(C)C)Cl	Training	Mutagen	Mutagen
3347	5134-49-6	O=[N+]([O-])c1ccc(cc1)Cn3cnc2c(ncnc23)N	Training	Mutagen	Mutagen
3348	51357-79-0	n2c1ccc(cc1c(N)s2)Cl	Training	Mutagen	Mutagen
3349	51-36-5	O=C(O)c1cc(cc(c1)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
3350	513-85-9	OC(C)C(O)C	Training	NON-Mutagen	NON-Mutagen
3351	513-88-2	O=C(C)C(Cl)Cl	Training	Mutagen	Mutagen
3352	514-10-3	O=C(O)C2(C)(CCCC3(C)(C1C(C=C(CC1)C(C)C)=CCC23))	Training	NON-Mutagen	NON-Mutagen
3353	51410-44-7	OC(C=C)c1ccc(OC)cc1	Training	NON-Mutagen	NON-Mutagen
3354	51410-45-8	O(c1ccc(cc1)CC2OC2)C	Training	Mutagen	Mutagen
3355	51-43-4	Oc1ccc(cc1(O))C(O)CNC	Training	NON-Mutagen	NON-Mutagen
3356	51-44-5	O=C(O)c1ccc(c(c1)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
3357	51-45-6	n1c[nH]cc1CCN	Training	NON-Mutagen	NON-Mutagen
3358	51461-16-6	O=C1c3ccc(c(c3(C(=O)c2cccc(c12)[N+](=O)[O-]))[N+](=O)[O-])C	Training	Mutagen	Mutagen
3359	514-78-3	O=C2C(=C(C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC1=C(C(=O)CCC1(C)C)C)C)C)C)C)C(C)(C)CC2)C	Training	NON-Mutagen	NON-Mutagen
3360	51481-10-8	O=C3C(=CC4OC2C(O)CC(C)(C12(OC1))C4(CO)(C3(O)))C	Training	NON-Mutagen	NON-Mutagen
3361	51483-39-7	C(C(CCl)Br)Cl	Training	Mutagen	Mutagen
3362	51483-40-0	C(C(CBr)Cl)Br	Training	Mutagen	Mutagen
3363	51489-62-4	O=CNc2ccc(Oc1ccc(cc1)Cl)cc2	Training	Mutagen	Mutagen
3364	515-46-8	O=S(=O)(OCC)c1ccccc1	Training	Mutagen	Mutagen
3365	51568-18-4	O=C(O)CCC(=O)CC(=O)C	Training	NON-Mutagen	NON-Mutagen
3366	51576-10-4	O=C(OC24(C(=C)CC3(CCC1C(C(=O)O)(C)CCCC1(C)C3(CC2))(C4)))C	Training	NON-Mutagen	NON-Mutagen
3367	516-06-3	O=C(O)C(N)C(C)C	Training	NON-Mutagen	NON-Mutagen
3368	51630-58-1	N#CC(OC(=O)C(c1ccc(cc1)Cl)C(C)C)c3cccc(Oc2ccccc2)c3	Training	NON-Mutagen	NON-Mutagen
3369	51640-90-5	O=C2Oc1c(cccc1[N+](=O)[O-])c3ccccc23	Training	Mutagen	Mutagen
3370	5166-35-8	C=C(C)C(C)Cl	Training	Mutagen	Mutagen
3371	517-28-2	Oc4ccc2c(OCC3(O)(Cc1cc(O)c(O)cc1C23))c4(O)	Training	NON-Mutagen	Mutagen
3372	517-66-8	O(c3cc4c1c5OCOc5(cc2c1C(N(C)CC2)Cc4(cc3(OC))))C	Training	Mutagen	NON-Mutagen
3373	51775-36-1	C2C1C(C(C(CCl)(C1(CCl)(CCl))C2(Cl)Cl)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
3374	517-82-8	O=C1C(O)=C(C(=O)c2c(O)c(O)c(O)c(O)c12)CC	Training	Mutagen	Mutagen
3375	51787-42-9	n2c1c4ccccc4(ccc1c(c3cc(cc(c23)C)C)C)	Training	Mutagen	Mutagen
3376	51787-75-8	O=[N+]([O-])c1ccc(cc1)c2ccc(cc2(N))[N+](=O)[O-]	Training	Mutagen	Mutagen
3377	51-79-6	O=C(OCC)N	Training	Mutagen	Mutagen
3378	518-28-5	O=C3OCC4C(O)c1cc5OCOc5(cc1C(c2cc(OC)c(OC)c(OC)c2)C34)	Training	NON-Mutagen	NON-Mutagen
3379	51856-71-4	O=[N+]([O-])c2cc(N=[N+]([O-])c1cc(c(c(c1)[N+](=O)[O-])C)[N+](=O)[O-])c(c(c2)[N+](=O)[O-])C	Training	Mutagen	Mutagen
3380	51857-25-1	O=[N+]([O-])c2cc(N=[N+]([O-])c1cc(c(c(c1)[N+](=O)[O-])C)[N+](=O)[O-])cc(c2C)[N+](=O)[O-]	Training	Mutagen	Mutagen
3381	51868-46-3	O=C(Nc2cc(c(OC)cc2(N=Nc1c(cc(cc1Br)[N+](=O)[O-])[N+](=O)[O-]))N(CC=C)CC=C)C	Training	Mutagen	Mutagen
3382	518-75-2	O=C(O)C=2C(=O)C(=C1C(=COC(C)C1C)C=2(O))C	Training	NON-Mutagen	Mutagen
3383	518-82-1	O=C1c3cc(O)cc(O)c3(C(=O)c2c(O)cc(cc12)C)	Training	Mutagen	Mutagen
3384	518-83-2	O=C1c3ccccc3(C(=O)c2c(O)cc(O)cc12)	Training	Mutagen	Mutagen
3385	519-23-3	n1ccc3c(c1)c(c2c4ccccc4([nH]c2c3C))C	Training	Mutagen	Mutagen
3386	51938-12-6	O=NN(CCC)CCCCO	Training	Mutagen	Mutagen
3387	51938-13-7	O=NN(CCCO)CCCC	Training	Mutagen	Mutagen
3388	51938-14-8	O=NN(CCO)CCCC	Training	Mutagen	Mutagen
3389	51938-15-9	O=NN(CC(=O)C)CCCC	Training	Mutagen	Mutagen
3390	51938-16-0	O=NN(C)CCCCO	Training	Mutagen	Mutagen
3391	51938-21-7	O=NN(CCC(=O)OC)CCCC	Training	Mutagen	Mutagen
3392	51940-44-4	O=C(O)C1=CN(c2nc(ncc2(C1(=O)))N3CCNCC3)CC	Training	Mutagen	Mutagen
3393	519-73-3	c1ccc(cc1)C(c2ccccc2)c3ccccc3	Training	NON-Mutagen	Mutagen
3394	520-18-3	O=C1C(O)=C(Oc2cc(O)cc(O)c12)c3ccc(O)cc3	Training	Mutagen	NON-Mutagen
3395	52021-61-1	O=CC(c1c(O)cc2C(=O)c3cc(O)cc(O)c3(C(=O)c2(c1(O))))CCOC(=O)C	Training	Mutagen	Mutagen
3396	520-26-3	O=C4c5c(O)cc(OC2OC(COC1OC(C)C(O)C(O)C1(O))C(O)C(O)C2(O))cc5(OC(c3ccc(OC)c(O)c3)C4)	Training	NON-Mutagen	NON-Mutagen
3397	520-36-5	O=C1C=C(Oc2cc(O)cc(O)c12)c3ccc(O)cc3	Training	NON-Mutagen	NON-Mutagen
3398	5208-87-7	OC(C=C)c1ccc2OCOc2(c1)	Training	NON-Mutagen	NON-Mutagen
3399	52101-36-7	O=C(OC)c2occ(c1ccccc1)c2c3ccccc3	Training	NON-Mutagen	NON-Mutagen
3400	52101-39-0	O=C(OC)c3oc(c(c1ccccc1)c3(c2ccccc2))[N+](=O)[O-]	Training	Mutagen	Mutagen
3401	52101-40-3	O=C(O)c2oc(c(c1ccccc1)c2c3ccccc3)[N+](=O)[O-]	Training	Mutagen	Mutagen
3402	52101-49-2	O=C(c3oc(c(c1ccccc1)c3(c2ccccc2))[N+](=O)[O-])C	Training	Mutagen	Mutagen
3403	521-61-9	O=C1c3cc(OC)cc(O)c3(C(=O)c2c(O)cc(cc12)C)	Training	Mutagen	Mutagen
3404	5216-25-1	c1cc(ccc1C(Cl)(Cl)Cl)Cl	Training	Mutagen	Mutagen
3405	52171-92-3	c1ccc2c(c1)ccc3c4cccc(c4(cc(c23)C))C	Training	Mutagen	Mutagen
3406	52171-93-4	c1ccc2c(c1)ccc3c2c(cc4C(=CCCc34)C)C	Training	Mutagen	Mutagen
3407	522-06-5	n3c1occc1c(OC)c4cc2OCOc2c(OC)c34	Training	Mutagen	Mutagen
3408	5221-17-0	O=CC(CBr)Br	Training	Mutagen	Mutagen
3409	522-19-0	n2c1occc1c(OC)c3cc(OC)cc(OC)c23	Training	Mutagen	Mutagen
3410	522-40-7	O=P(O)(O)Oc1ccc(cc1)C(=C(c2ccc(OP(=O)(O)O)cc2)CC)CC	Training	NON-Mutagen	NON-Mutagen
3411	52-24-4	N1(CC1)P(N2CC2)(N3CC3)=S	Training	Mutagen	Mutagen
3412	52253-69-7	n1c(N)scc1c2ccccc2	Training	Mutagen	Mutagen
3413	52278-77-0	O=C1N=C(N)C(O)=CN1C2OC(CO)C(O)C2	Training	NON-Mutagen	NON-Mutagen
3414	52-28-8	OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4)	Training	NON-Mutagen	NON-Mutagen
3415	52315-07-8	N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	NON-Mutagen	NON-Mutagen
3416	5234-06-0	O(c1ccc2ccccc2(c1))CC3OC3	Training	Mutagen	Mutagen
3417	523-44-4	O=S(=O)(O)c3ccc(N=Nc1ccc(O)c2ccccc12)cc3	Training	NON-Mutagen	NON-Mutagen
3418	5234-68-4	O=C(Nc1ccccc1)C2=C(OCCS2)C	Training	NON-Mutagen	NON-Mutagen
3419	523-50-2	O=C1Oc3c(C=C1)ccc2occc23	Training	NON-Mutagen	NON-Mutagen
3420	523-66-0	n2c1occc1c(OC)c3ccc(OC)cc23	Training	Mutagen	Mutagen
3421	52411-33-3	Nc1ccccc1SCCSc2ccccc2(N)	Training	Mutagen	Mutagen
3422	524-15-2	n2c1occc1c(OC)c3cccc(OC)c23	Training	Mutagen	Mutagen
3423	524-42-5	O=C2C=Cc1ccccc1C2(=O)	Training	Mutagen	Mutagen
3424	524-89-0	n2c1occc1c(OC)c3cc4OCOc4(cc23)	Training	Mutagen	Mutagen
3425	525-03-1	NC2c3ccccc3(c1ccccc12)	Training	NON-Mutagen	Mutagen
3426	52-51-7	O=[N+]([O-])C(CO)(CO)Br	Training	NON-Mutagen	Mutagen
3427	52517-34-7	n1cc3c2c1cccc2C4CC(CN(C)C4(C3))CBr	Training	Mutagen	Mutagen
3428	52-52-8	O=C(O)C1(N)(CCCC1)	Training	NON-Mutagen	Mutagen
3429	52547-00-9	n1c(cc(N)s1)C	Training	Mutagen	Mutagen
3430	52559-52-1	O=C(Nc1c(cccc1CC)CC)CO	Training	Mutagen	NON-Mutagen
3431	525-64-4	Nc2ccc3c1ccc(N)cc1Cc3(c2)	Training	Mutagen	Mutagen
3432	525-66-6	OC(COc1cccc2ccccc12)CNC(C)C	Training	NON-Mutagen	NON-Mutagen
3433	52671-42-8	O=Nc2ccc(Oc1ccccc1)cc2	Training	Mutagen	Mutagen
3434	526-73-8	c1cc(c(c(c1)C)C)C	Training	Mutagen	NON-Mutagen
3435	52-67-5	O=C(O)C(N)C(C)(C)S	Training	Mutagen	NON-Mutagen
3436	526-75-0	Oc1cccc(c1C)C	Training	NON-Mutagen	NON-Mutagen
3437	527-17-3	O=C1C(=C(C(=O)C(=C1C)C)C)C	Training	NON-Mutagen	NON-Mutagen
3438	52744-22-6	O=C1c4cccc(O)c4(C(=O)c2c(O)c3c(c(O)c12)CC(O)(C(=O)C)CC3(O))	Training	Mutagen	Mutagen
3439	52748-31-9	O1C=CC2OC2(C=C1)	Training	NON-Mutagen	NON-Mutagen
3440	52748-34-2	O=CC1C=COC=C1	Training	NON-Mutagen	NON-Mutagen
3441	5275-46-7	O=NC([N+](=O)[O-])(C)C	Training	Mutagen	Mutagen
3442	527-61-7	O=C1C=C(C(=O)C(=C1)C)C	Training	NON-Mutagen	NON-Mutagen
3443	527-62-8	Oc1c(N)cc(cc1Cl)Cl	Training	NON-Mutagen	Mutagen
3444	527-85-5	O=C(N)c1ccccc1C	Training	NON-Mutagen	NON-Mutagen
3445	52819-96-2	O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(=O)CC5(O)	Training	Mutagen	Mutagen
3446	528-29-0	O=[N+]([O-])c1ccccc1[N+](=O)[O-]	Training	Mutagen	Mutagen
3447	528-45-0	O=C(O)c1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-]	Training	Mutagen	Mutagen
3448	528-53-0	Oc1cc(O)c2cc(O)c([o+]c2(c1))c3cc(O)c(O)c(O)c3	Training	NON-Mutagen	NON-Mutagen
3449	52-86-8	O=C(c1ccc(F)cc1)CCCN3CCC(O)(c2ccc(cc2)Cl)CC3	Training	NON-Mutagen	NON-Mutagen
3450	528-75-6	O=Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]	Training	Mutagen	Mutagen
3451	529-19-1	N#Cc1ccccc1C	Training	NON-Mutagen	NON-Mutagen
3452	529-20-4	O=Cc1ccccc1C	Training	NON-Mutagen	NON-Mutagen
3453	529-49-7	O=C1c3cc(O)ccc3(Oc2cc(O)cc(O)c12)	Training	Mutagen	Mutagen
3454	5296-38-8	O(c1ccc(cc1)Cc2ccccc2)CC3OC3	Training	Mutagen	Mutagen
3455	53-03-2	O=C1C=CC4(C(=C1)CCC3C4(C(=O)CC2(C)(C3(CCC2(O)(C(=O)CO)))))(C)	Training	Mutagen	NON-Mutagen
3456	53043-28-0	O=CC=1C(=O)C(O)(C)C(O)C2=COC(=CC=12)C	Training	Mutagen	NON-Mutagen
3457	530-50-7	NN(c1ccccc1)c2ccccc2	Training	NON-Mutagen	NON-Mutagen
3458	530-62-1	O=C(n1cncc1)n2cncc2	Training	NON-Mutagen	Mutagen
3459	5306-96-7	Nc1ccc(N)c(c1C)C	Training	NON-Mutagen	Mutagen
3460	5307-00-6	O(c1cc(N)c(cc1(N))C)C	Training	NON-Mutagen	Mutagen
3461	5307-14-2	O=[N+]([O-])c1cc(N)ccc1(N)	Training	Mutagen	Mutagen
3462	530-75-6	O=C(O)c2ccccc2(OC(=O)c1ccccc1(OC(=O)C))	Training	NON-Mutagen	NON-Mutagen
3463	530-78-9	O=C(O)c2ccccc2(Nc1cccc(c1)C(F)(F)F)	Training	NON-Mutagen	NON-Mutagen
3464	53175-28-3	O=CC(=CC)Cl	Training	Mutagen	Mutagen
3465	531-75-9	O=C2Oc3cc(O)c(OC1OC(CO)C(O)C(O)C1(O))cc3(C=C2)	Training	NON-Mutagen	Mutagen
3466	531-82-8	O=C(Nc1nc(cs1)c2oc(cc2)[N+](=O)[O-])C	Training	Mutagen	Mutagen
3467	531-85-1	Nc1ccc(cc1)c2ccc(N)cc2	Training	Mutagen	Mutagen
3468	53198-46-2	O=NN(C)C(OC(=O)C)c1ccccc1	Training	Mutagen	NON-Mutagen
3469	53219-95-7	O=C(O)CCC(=O)Nc1cc(cc(c1)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
3470	532-27-4	O=C(c1ccccc1)CCl	Training	NON-Mutagen	Mutagen
3471	5326-87-4	O=C(Nc1ccccc1)CBr	Training	NON-Mutagen	NON-Mutagen
3472	532-82-1	N(=Nc1ccc(N)cc1(N))c2ccccc2	Training	Mutagen	Mutagen
3473	5329-15-7	O=C(Nc1ccc(N)cc1(OC))C	Training	Mutagen	Mutagen
3474	5329-87-3	O=[N+]([O-])c2ccc3c1ccccc1CCc3(c2)	Training	Mutagen	Mutagen
3475	5332-73-0	O(C)CCCN	Training	NON-Mutagen	NON-Mutagen
3476	53330-03-3	O=C(O)C(N)CSC(=O)NCCCl	Training	Mutagen	Mutagen
3477	533-30-2	n1csc2cc(N)ccc12	Training	Mutagen	NON-Mutagen
3478	533-31-3	Oc1ccc2OCOc2(c1)	Training	NON-Mutagen	NON-Mutagen
3479	53340-16-2	N1=C4C=CC(C=C4(Oc2cc(N)c3ccccc3(c12)))=[N+](CC)CC	Training	Mutagen	NON-Mutagen
3480	533-73-3	Oc1ccc(O)c(O)c1	Training	Mutagen	NON-Mutagen
3481	534-07-6	O=C(CCl)CCl	Training	Mutagen	Mutagen
3482	534-22-5	o1cccc1C	Training	NON-Mutagen	NON-Mutagen
3483	53-43-0	O=C2CCC3C4CC=C1CC(O)CCC1(C)C4(CCC23(C))	Training	NON-Mutagen	NON-Mutagen
3484	5343-65-7	O=C(Nc1ccc(cc1)C)CBr	Training	NON-Mutagen	NON-Mutagen
3485	5344-87-6	O=C(Nc1ccccc1)C(C(C)(C)C)Br	Training	NON-Mutagen	Mutagen
3486	534-52-1	O=[N+]([O-])c1cc(c(O)c(c1)C)[N+](=O)[O-]	Training	NON-Mutagen	NON-Mutagen
3487	53473-85-1	n2cc1cc(N)ccc1s2	Training	Mutagen	Mutagen
3488	53478-38-9	O=S(=O)(Nc1ccc(cc1)Nc3c4ccccc4(nc2ccccc23))C	Training	Mutagen	Mutagen
3489	53499-68-6	O=C(N(c2ccc(N=Nc1ccc(cc1)NC)cc2)C)C	Training	Mutagen	Mutagen
3490	535-11-5	O=C(OCC)C(C)Br	Training	Mutagen	Mutagen
3491	53527-28-9	O=CC2=CCC3C4(C)(CCC1C(C)(C)CCCC1(C)C4(CC(OC(=O)C)C3(C)(C2(C=O))))	Training	NON-Mutagen	NON-Mutagen
3492	53552-01-5	O=CNc2ccc(Oc1ccc(cc1Cl)Cl)cc2	Training	Mutagen	Mutagen
3493	535-80-8	O=C(O)c1cccc(c1)Cl	Training	NON-Mutagen	NON-Mutagen
3494	536-33-4	n1ccc(cc1CC)C(N)=S	Training	NON-Mutagen	NON-Mutagen
3495	536-90-3	O(c1cccc(N)c1)C	Training	Mutagen	Mutagen
3496	53693-66-6	c1cc(ccc1c2ccc(cc2)N(CC)CC)c3ccc(cc3)N(CC)CC	Training	Mutagen	NON-Mutagen
3497	53693-67-7	Nc1ccc(cc1)c2ccc(cc2)c3ccc(cc3)c4ccc(N)cc4	Training	NON-Mutagen	Mutagen
3498	53693-68-8	c1cc(ccc1c2ccc(cc2)c3ccc(cc3)N(CC)CC)c4ccc(cc4)N(CC)CC	Training	NON-Mutagen	Mutagen
3499	53-70-3	c1ccc5c(c1)ccc4cc3c(ccc2ccccc23)cc45	Training	Mutagen	Mutagen
3500	53716-49-7	O=C(O)C(c1ccc3c(c1)[nH]c2ccc(cc23)Cl)C	Training	NON-Mutagen	Mutagen
3501	53737-95-4	O1C=CC2c3ccccc3(OC12)	Training	Mutagen	Mutagen
3502	53757-28-1	O=[N+]([O-])c1oc(cc1)c2ncsc2	Training	Mutagen	Mutagen
3503	53757-29-2	O=[N+]([O-])c1oc(cc1)c2nc(C)sc2	Training	Mutagen	Mutagen
3504	53757-30-5	O=CNc2nc(C=Cc1oc(cc1)[N+](=O)[O-])cs2	Training	Mutagen	Mutagen
3505	537-92-8	O=C(Nc1cccc(c1)C)C	Training	NON-Mutagen	Mutagen
3506	53797-18-5	O=C2c4cccc(O)c4(C(=O)c3c(OC1OC(CO)C(O)C(O)C1(O))cccc23)	Training	Mutagen	Mutagen
3507	5381-78-2	O=[N+]([O-])c2ccc1c(ncn1C)c2	Training	NON-Mutagen	Mutagen
3508	5381-79-3	O=[N+]([O-])c1ccc2ncn(c2(c1))C	Training	Mutagen	Mutagen
3509	538-23-8	O=C(OCC(OC(=O)CCCCCCC)COC(=O)CCCCCCC)CCCCCCC	Training	Mutagen	NON-Mutagen
3510	538-41-0	N(=Nc1ccc(N)cc1)c2ccc(N)cc2	Training	Mutagen	Mutagen
3511	5385-75-1	c1ccc3c(c1)cc4c2ccccc2c5c6ccccc6(cc3c45)	Training	Mutagen	Mutagen
3512	53-86-1	O=C(O)Cc3c1cc(OC)ccc1n(C(=O)c2ccc(cc2)Cl)c3C	Training	NON-Mutagen	NON-Mutagen
3513	538-74-9	c1ccc(cc1)CSCc2ccccc2	Training	NON-Mutagen	Mutagen
3514	538-75-0	C(=NC1CCCCC1)=NC2CCCCC2	Training	NON-Mutagen	NON-Mutagen
3515	5392-40-5	O=CC=C(C)CCC=C(C)C	Training	NON-Mutagen	NON-Mutagen
3516	53940-49-1	Oc1ccc(cc1(OC))CC2OC2	Training	Mutagen	Mutagen
3517	53-94-1	ONc2ccc3c1ccccc1Cc3(c2)	Training	Mutagen	Mutagen
3518	53950-62-2	O=CN(O)c1ccc(c(c1)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
3519	53-95-2	O=C(N(O)c2ccc3c1ccccc1Cc3(c2))C	Training	Mutagen	Mutagen
3520	53956-04-0	O=C(O)C7OC(OC1C(OC(C(=O)O)C(O)C1(O))OC3CCC4(C)(C5C(=O)C=C2C6CC(C(=O)O)(C)CCC6(C)(CCC2(C)C5(C)(CCC4(C3(C)(C))))))C(O)C(O)C7(O)	Training	NON-Mutagen	NON-Mutagen
3521	5397-37-5	O=[N+]([O-])c1ccc3c(c1)c2ccccc2C3	Training	Mutagen	Mutagen
3522	540-49-8	C(=CBr)Br	Training	Mutagen	Mutagen
3523	540-51-2	OCCBr	Training	Mutagen	Mutagen
3524	5405-41-4	O=C(OCC)CC(O)C	Training	NON-Mutagen	NON-Mutagen
3525	5405-53-8	O=[N+]([O-])c2ccc3c1ccc(cc1Cc3(c2))[N+](=O)[O-]	Training	Mutagen	Mutagen
3526	540-80-7	O=NOC(C)(C)C	Training	Mutagen	Mutagen
3527	54083-22-6	O=C(NN=C(C)C3(O)(Cc1c(O)c4C(=O)c5cccc(OC)c5(C(=O)c4(c(O)c1C(OC2OC(C)C(O)C(N)C2)C3))))c6ccccc6	Training	Mutagen	Mutagen
3528	5408-55-9	O=[N+]([O-])c3ccc2c(oc1ccc(cc12)[N+](=O)[O-])c3	Training	Mutagen	Mutagen
3529	5410-97-9	O=[N+]([O-])c3ccc2c(oc1ccccc12)c3	Training	Mutagen	Mutagen
3530	54-11-5	n1cccc(c1)C2N(C)CCC2	Training	NON-Mutagen	NON-Mutagen
3531	5412-25-9	O=P(O)(OCC(CBr)Br)OCC(CBr)Br	Training	Mutagen	Mutagen
3532	54150-69-5	O(c1ccc(N)c(OC)c1)C	Training	Mutagen	Mutagen
3533	541-59-3	O=C1C=CC(=O)N1	Training	Mutagen	Mutagen
3534	54-16-0	O=C(O)Cc2c[nH]c1ccc(O)cc12	Training	NON-Mutagen	NON-Mutagen
3535	541-73-1	c1cc(cc(c1)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
3536	5417-50-5	O=C(Nc1cnc2ccccc2(c1))C	Training	NON-Mutagen	Mutagen
3537	5418-93-9	n1c(N)[nH]c2ccc(cc12)Cl	Training	NON-Mutagen	Mutagen
3538	542-02-9	n1c(nc(nc1N)C)N	Training	NON-Mutagen	NON-Mutagen
3539	5422-34-4	O=C(NCCO)C(O)C	Training	Mutagen	Mutagen
3540	54235-20-0	O=[N+]([O-])c4c(O)cc3c1ccccc1c2cccc4(c23)	Training	Mutagen	Mutagen
3541	542-56-3	O=NOCC(C)C	Training	Mutagen	Mutagen
3542	542-85-8	C(=NCC)=S	Training	NON-Mutagen	Mutagen
3543	54292-59-0	OCCN(c2ccc(N=Nc1cnccc1)cc2)CCO	Training	NON-Mutagen	NON-Mutagen
3544	54292-61-4	OCCN(c2ccc(N=Nc1cnccc1)c(c2)C)CCO	Training	NON-Mutagen	NON-Mutagen
3545	54292-63-6	n2cccc(N=Nc1ccc(cc1)N(CC)CC)c2	Training	NON-Mutagen	NON-Mutagen
3546	54-31-9	O=C(O)c2cc(c(cc2(NCc1occc1))Cl)S(=O)(=O)N	Training	NON-Mutagen	NON-Mutagen
3547	54357-08-3	O=[N+]([O-])c1ccc2cc(ccc2(c1))C	Training	Mutagen	Mutagen
3548	543-67-9	O=NOCCC	Training	Mutagen	Mutagen
3549	5437-38-7	O=C(O)c1cccc(c1[N+](=O)[O-])C	Training	Mutagen	Mutagen
3550	544-16-1	O=NOCCCC	Training	Mutagen	Mutagen
3551	5443-49-2	O=CC(=Cc1ccccc1)Br	Training	Mutagen	Mutagen
3552	54455-37-7	O=C1c2ccc(cc2(C(=O)N1CCl))[N+](=O)[O-]	Training	Mutagen	Mutagen
3553	544-63-8	O=C(O)CCCCCCCCCCCCC	Training	NON-Mutagen	NON-Mutagen
3554	5447-11-0	O=C(O)C(NC(=O)COc1cc(c(cc1Cl)Cl)Cl)CCSC	Training	NON-Mutagen	NON-Mutagen
3555	54484-90-1	O=C2c1ccccc1Sc3c(ccc(NCC[N+]([O-])(CC)CC)c23)CO	Training	Mutagen	Mutagen
3556	54484-91-2	[O-][N+](CC)(CC)CCn4nc2c1ccc(cc1Sc3c2c4(ccc3CO))Cl	Training	Mutagen	Mutagen
3557	545-06-2	N#CC(Cl)(Cl)Cl	Training	Mutagen	Mutagen
3558	54522-52-0	OCC9OC(OCC(C)CCC7(OC)(OC6CC5C8CC=C4CC(OC3OC(CO)C(OC1OC(C)C(O)C(O)C1(O))C(O)C3(OC2OC(C)C(O)C(O)C2(O)))CCC4(C)C8(CCC5(C)C6C7(C))))C(O)C(O)C9(O)	Training	NON-Mutagen	NON-Mutagen
3559	54522-53-1	OCC9OC(OCC(C)CCC7(OC)(OC6CC5C8CC=C4CC(OC3OC(CO)C(O)C(OC1OC(CO)C(O)C(O)C1(O))C3(OC2OC(C)C(O)C(O)C2(O)))CCC4(C)C8(CCC5(C)C6C7(C))))C(O)C(O)C9(O)	Training	NON-Mutagen	NON-Mutagen
3560	54556-98-8	O=C(OC1CCN(C)CC1)C(OCCC)(c2ccccc2)c3ccccc3	Training	NON-Mutagen	NON-Mutagen
